cnty_cd,county,lat,long,geometry,year,population,pct_pop_change,avg_commute_mins,pct_comm_change,traffic_growth_rate
095,Lake,36.3270676,-89.4931176,"list(c(-89.678046, -89.602374, -89.554289, -89.611819, -89.600544, -89.5450313339691, -89.522695, -89.51038, -89.542337, -89.521021, -89.539232, -89.417293, -89.3451943195388, -89.36012, -89.444587, -89.482971, -89.488283, -89.6276414416754, -89.69263, -89.678046, 36.248284, 36.238106, 36.277751, 36.309088, 36.342985, 36.344271398663, 36.344789, 36.378356, 36.420103, 36.461934, 36.497934, 36.499033, 36.5013432086369, 36.409277, 36.235538, 36.212659, 36.187544, 36.185460316606, 36.224959, 36.248284
))",2014-01-01,7680,-0.4278490859587758,NA,NA,0.39929579262891757
095,Lake,36.3270676,-89.4931176,"list(c(-89.678046, -89.602374, -89.554289, -89.611819, -89.600544, -89.5450313339691, -89.522695, -89.51038, -89.542337, -89.521021, -89.539232, -89.417293, -89.3451943195388, -89.36012, -89.444587, -89.482971, -89.488283, -89.6276414416754, -89.69263, -89.678046, 36.248284, 36.238106, 36.277751, 36.309088, 36.342985, 36.344271398663, 36.344789, 36.378356, 36.420103, 36.461934, 36.497934, 36.499033, 36.5013432086369, 36.409277, 36.235538, 36.212659, 36.187544, 36.185460316606, 36.224959, 36.248284
))",2013-01-01,7713,-0.025923525599480524,NA,NA,1.8108567947942154
095,Lake,36.3270676,-89.4931176,"list(c(-89.678046, -89.602374, -89.554289, -89.611819, -89.600544, -89.5450313339691, -89.522695, -89.51038, -89.542337, -89.521021, -89.539232, -89.417293, -89.3451943195388, -89.36012, -89.444587, -89.482971, -89.488283, -89.6276414416754, -89.69263, -89.678046, 36.248284, 36.238106, 36.277751, 36.309088, 36.342985, 36.344271398663, 36.344789, 36.378356, 36.420103, 36.461934, 36.497934, 36.499033, 36.5013432086369, 36.409277, 36.235538, 36.212659, 36.187544, 36.185460316606, 36.224959, 36.248284
))",2012-01-01,7715,-1.0008982420120605,NA,NA,-0.9622770141242382
095,Lake,36.3270676,-89.4931176,"list(c(-89.678046, -89.602374, -89.554289, -89.611819, -89.600544, -89.5450313339691, -89.522695, -89.51038, -89.542337, -89.521021, -89.539232, -89.417293, -89.3451943195388, -89.36012, -89.444587, -89.482971, -89.488283, -89.6276414416754, -89.69263, -89.678046, 36.248284, 36.238106, 36.277751, 36.309088, 36.342985, 36.344271398663, 36.344789, 36.378356, 36.420103, 36.461934, 36.497934, 36.499033, 36.5013432086369, 36.409277, 36.235538, 36.212659, 36.187544, 36.185460316606, 36.224959, 36.248284
))",2011-01-01,7793,-0.4343937651718366,NA,NA,2.69544801612812
095,Lake,36.3270676,-89.4931176,"list(c(-89.678046, -89.602374, -89.554289, -89.611819, -89.600544, -89.5450313339691, -89.522695, -89.51038, -89.542337, -89.521021, -89.539232, -89.417293, -89.3451943195388, -89.36012, -89.444587, -89.482971, -89.488283, -89.6276414416754, -89.69263, -89.678046, 36.248284, 36.238106, 36.277751, 36.309088, 36.342985, 36.344271398663, 36.344789, 36.378356, 36.420103, 36.461934, 36.497934, 36.499033, 36.5013432086369, 36.409277, 36.235538, 36.212659, 36.187544, 36.185460316606, 36.224959, 36.248284
))",2010-01-01,7827,NA,NA,NA,3.1602958280731834
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2018-01-01,25997,-0.36791476641244714,NA,NA,5.577127403158418
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2017-01-01,26093,3.0529225908372926,NA,NA,1.238926785259995
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2016-01-01,25320,-5.88410214474222,NA,NA,3.1631643420666893
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2015-01-01,26903,-1.6595386921080535,NA,NA,4.142096272902767
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2014-01-01,27357,-0.7833750408007822,NA,NA,1.7752830728369189
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2013-01-01,27573,-0.43691774391565463,NA,NA,4.0983232848656606
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2012-01-01,27694,-0.02526984585393688,NA,NA,-2.4319426986192387
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2011-01-01,27701,-0.07214746942750816,NA,NA,-1.716024707873396
097,Lauderdale,35.7838834,-89.6628111,"list(c(-89.915491, -89.863874, -89.797053, -89.723426, -89.729517, -89.722634, -89.64727, -89.6489049703452, -89.631345, -89.398186, -89.342829, -89.339567, -89.356033, -89.401805, -89.502118, -89.623458, -89.7952, -89.909797, -89.944754, -89.9325, -89.876548, -89.898916, -89.956589, -89.915491, 35.754917, 35.747592, 35.782648, 35.809382, 35.847632, 35.873718, 35.89492, 35.9035834823126, 35.924133, 35.941369, 35.880934, 35.862268, 35.817635, 35.822657, 35.580621, 35.652316, 35.63529, 35.537914, 35.560308, 
35.607865, 35.626653, 35.650904, 35.695486, 35.754917))",2010-01-01,27721,NA,NA,NA,1.7923500121441787
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2018-01-01,43771,0.8827325527795749,NA,NA,3.6892066726669084
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2017-01-01,43388,0.7710888145670669,NA,NA,3.2333018505242683
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2016-01-01,43056,1.0894064613072851,NA,NA,-0.553091106534187
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2015-01-01,42592,0.6807866868381307,NA,NA,2.243553795752596
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2014-01-01,42304,0.6567050537736652,NA,NA,2.8382503052130708
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2013-01-01,42028,-0.29890401859846705,NA,NA,1.0468042988643833
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2012-01-01,42154,-0.018974431952945015,NA,NA,1.545686793503283
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2011-01-01,42162,0.46465079705482193,NA,NA,-3.2776216298020273
099,Lawrence,35.2761735,-87.460397,"list(c(-87.57275, -87.575352, -87.44882, -87.448485, -87.294534, -87.227932, -87.206578, -87.232442, -87.2240536418757, -87.6060978676533, -87.57275, 35.049051, 35.398454, 35.420622, 35.457844, 35.444676, 35.429332, 35.433207, 35.28767, 34.9992307419721, 35.0035195262043, 35.049051))",2010-01-01,41967,NA,NA,NA,4.356596170767651
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2018-01-01,12074,0.4074844074844153,NA,NA,0.46683853652215207
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2017-01-01,12025,1.1269026995206488,NA,NA,4.45003283259966
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2016-01-01,11891,0.13473684210525416,NA,NA,-1.9063184869303902
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2015-01-01,11875,-0.09254585226317058,NA,NA,9.452047186216511
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2014-01-01,11886,-0.900450225112559,NA,NA,2.58916600538089
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2013-01-01,11994,0.43543795009211017,NA,NA,-0.5415125758587267
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2012-01-01,11942,-1.6795652889840307,NA,NA,-5.550645612363514
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2011-01-01,12146,-0.22180234946191923,NA,NA,-4.908447399293359
101,Lewis,35.4962054,-87.5000082,"list(c(-87.651007, -87.658189, -87.586676, -87.459587, -87.339232, -87.352305, -87.29719, -87.269432, -87.294534, -87.448485, -87.44882, -87.575352, -87.645896, -87.717559, -87.651007, 35.568762, 35.609349, 35.653117, 35.615124, 35.65911, 35.584621, 35.548422, 35.505851, 35.444676, 35.457844, 35.420622, 35.398454, 35.472745, 35.483347, 35.568762))",2010-01-01,12173,NA,NA,NA,5.051125116091095
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2018-01-01,34189,0.8763129942169323,NA,NA,1.6158608993482781
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2017-01-01,33892,0.9772375163866087,NA,NA,2.70272221532244
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2016-01-01,33564,-0.1338927073105456,NA,NA,-0.21199693502442155
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2015-01-01,33609,0.49636695272552434,NA,NA,0.7447011040579958
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2014-01-01,33443,-0.1671691692289312,NA,NA,1.5627369487143012
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2013-01-01,33499,0.35950747475956835,NA,NA,6.348713162006559
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2012-01-01,33379,-0.023961422110396757,NA,NA,0.6557754835077043
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2011-01-01,33387,0.01497813192739006,NA,NA,1.3856859247227291
103,Lincoln,35.1239397,-86.6207943,"list(c(-86.828301, -86.746899, -86.602613, -86.599478, -86.525306, -86.52728, -86.392192, -86.363363, -86.318168, -86.3187607654651, -86.467798, -86.783628017169, -86.783648, -86.8362863159495, -86.828301, 35.263677, 35.252878, 35.327013, 35.36495, 35.354718, 35.311536, 35.235381, 35.12303, 35.126986, 34.9910785804428, 34.990692, 34.991924921992, 34.991925, 34.992803004217, 35.263677))",2010-01-01,33382,NA,NA,NA,0.1764333004605953
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2018-01-01,53082,1.5729047072330582,NA,NA,5.127844628343277
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2017-01-01,52260,1.7265878963657944,NA,NA,1.8432488461615308
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2016-01-01,51373,0.8975567601539725,NA,NA,0.5331201455660504
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2015-01-01,50916,0.6523544063574915,NA,NA,4.465610967875816
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2014-01-01,50586,0.3969356567300464,NA,NA,-0.0023485824282463313
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2013-01-01,50386,1.1300002007105237,NA,NA,-0.07343437871292206
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2012-01-01,49823,1.2909652760835888,NA,NA,-2.3388785274805715
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2011-01-01,49188,0.9813180045165293,NA,NA,1.0317169454994575
105,Loudon,35.7374411,-84.3121264,"list(c(-84.584472, -84.347624, -84.32997, -84.263383, -84.179798, -84.166267, -84.172812, -84.134468, -84.188319, -84.290765, -84.504274, -84.52585, -84.566934, -84.584472, 35.644424, 35.832367, 35.892904, 35.89694, 35.820232, 35.805106, 35.712756, 35.647399, 35.610549, 35.654925, 35.665866, 35.624186, 35.629773, 35.644424))",2010-01-01,48710,NA,NA,NA,0.9125497622349669
111,Macon,36.4983882,-85.971322,"list(c(-86.216525, -86.205565269856, -86.081944, -85.975713174144, -85.873857, -85.7885565436139, -85.797033, -85.813885, -85.828026, -85.895732, -85.978893, -86.168261, -86.228434, -86.216525, 36.506975, 36.6392468703288, 36.633848, 36.6286377186817, 36.623642, 36.6217118590347, 36.610272, 36.499473, 36.411836, 36.420446, 36.426073, 36.444293, 36.487472, 36.506975))",2018-01-01,24289,1.6063585024053584,NA,NA,-0.1712099458746149
111,Macon,36.4983882,-85.971322,"list(c(-86.216525, -86.205565269856, -86.081944, -85.975713174144, -85.873857, -85.7885565436139, -85.797033, -85.813885, -85.828026, -85.895732, -85.978893, -86.168261, -86.228434, -86.216525, 36.506975, 36.6392468703288, 36.633848, 36.6286377186817, 36.623642, 36.6217118590347, 36.610272, 36.499473, 36.411836, 36.420446, 36.426073, 36.444293, 36.487472, 36.506975))",2017-01-01,23905,2.4207369323050454,NA,NA,0.5508221049775232
111,Macon,36.4983882,-85.971322,"list(c(-86.216525, -86.205565269856, -86.081944, -85.975713174144, -85.873857, -85.7885565436139, -85.797033, -85.813885, -85.828026, -85.895732, -85.978893, -86.168261, -86.228434, -86.216525, 36.506975, 36.6392468703288, 36.633848, 36.6286377186817, 36.623642, 36.6217118590347, 36.610272, 36.499473, 36.411836, 36.420446, 36.426073, 36.444293, 36.487472, 36.506975))",2016-01-01,23340,1.14404576183047,NA,NA,1.1298830635148507
